店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
火炉火自助餐(悠唐广场店),40535899,自助餐,火炉火,2883201,http://p0.meituan.net/poi/c0383d25a4807ba7c251d343bc29af9c47574.png,4.4,77,89,朝外大街/世贸天阶,14,39.921625,116.439904,朝阳区三中路三丰北里2号悠唐购物中心5层,5,"35,1258,",有停车位,单人餐89元起;,"周一至周五 11:00-14:00 16:30-21:00  周六,周日 11:00-21:00",010-85632861,150198,,,False,1,747,150198,True,False
南京大饭店自助餐厅,356999,综合自助,南京大饭店,279433,,4.5,101,118,王府井/东单,15,39.9145,116.408662,东城区王府井西街5号南京大饭店1楼（近百货大楼）,1,null,,单人午/晚餐118元，其他138元;,周一至周日 11:00-14:00 17:00-21:00,010-65269388,148274,南京大饭店（北京）位于市中心繁华的王府井商业区，紧邻王府井百货大楼，是一座现代商务饭店，由南京晶丽酒店负责管理。饭店交通非常便利，步行可至王府井步行街和故宫东华门，观光、购物、商务往来皆宜,,False,0,748,148274,True,False
比格比萨自助(宋家庄店),4226397,披萨,比格比萨,683881,http://p0.meituan.net/poi/267f05ae182636a4e53beaf973efaacc37889.png,4,53,59,刘家窑/宋家庄,20,39.845581,116.426969,丰台区宋庄路71号院,3,"1281,158,88,",,单人午/晚餐59元起;,"周六,周日 11:00-21:30  周一至周五 11:00-14:30 17:00-21:30  2019-09-30至2019-10-01 休息",010-87660972,147807,企业简介Enterprise Brief Introduction 比格比萨创立于2002年，是经营自助比萨为主，兼营零点及外卖的休闲餐厅，历经十多年的发展，比格自助比萨这个连锁品牌，得到了众多消费群体的喜爱。目前比格拥有150多家连锁餐厅，遍布全国20多个省50多个城市。 休闲Leisure 百余款丰富多样的美食，口味地道的纯手工比萨，营养健康的果蔬沙拉，精选西式热菜和甜品……还有餐饮流行风尚的主推新品，随意盛取，不限量。休闲浪漫的环境、温暖周到的服务让您轻松惬意无拘束。 时尚 Fashion 用餐环境简约时尚，全开放舞台式厨房，独有的明厨设计，使您边享受各式美味，边欣赏制作比萨的过程；独创的比格“比萨吧”，既能让厨师量身定做您想吃的比萨，又能受厨师专业指导，自己动手DIY比萨。 健康Health 比格追求高品质，与国际好原料供应商构建了高品质产品体系，奶制品的供应均来自纯净新西兰，调料从全球最好的产地采集，松软的饼底选自优质的小麦意大利品质，肉类食品与五大知名品牌合作，100%保证肉质来源，新鲜果蔬当日配送。严格的选料加上标准的制作确保了比格科学健康、营养均衡的产品出品，让您放心、安心、舒心。 特色Vitality 做中国人喜爱的特色比萨 Do the Chinese love pizza specialties 专业研发人员的经验积累和持续创新形成了比格既符合西餐流行趋势，又适合中国人口味的产品特色。在坚持制作高品质比萨的同时，还不断的探索研究新的比萨品种，继传统的厚饼比萨、薄饼比萨后，比格又独创了双层比萨，深受顾客的喜爱。比格致力于做中国人喜爱的特色比萨！ 比格官网地址：www.bigpizza.bj.cn,,False,1,483,147807,True,False
豆捞坊·胶原花胶火锅(来福士店),302673,豆捞,豆捞坊,1015438,http://p0.meituan.net/poi/1f030bf543934102bc10169d10ce284533387.png,4.2,90,89,东直门,15,39.939969,116.432646,东城区东直门南大街1号北京来福士4层,4,"37,214,145,36,",有停车位,8.5折（买单立享）;89代100元，95代100元;,周一至周日 11:00-22:00,010-84098372,147097,,,False,0,1055,147097,True,False
窑啊窑窑炉烧烤(蓝色港湾店),4692907,烤串,,0,,4,97,95,蓝色港湾,14,39.950026,116.475924,朝阳区朝阳公园路6号院1号楼一层至二层L-DS-20a,1,"1492,",免费停车,双人餐159元;95代100元，100代110元;,周一至周日 11:00-00:00,010-59056345,144332,,,False,1,263,144332,True,False
俄士厨房(尚空间·航天桥店),2424591,俄罗斯菜,尚空间俄式厨房,1310039,,5,98,95,航天桥,17,39.92591,116.31651,海淀区阜成路北三街15号6户（近工商大学西校区东门）,,"1474,1250,",,双人餐298元，4人餐598元;95代100元;,周一至周日 11:00-23:00,010-68986398,144208,北京天才餐饮管理有限公司，旗下有风尚圣宴、沸腾夜话、集天味道、小舍印象、黔道、黔鼎等多个餐饮品牌。“沸腾夜话”重庆私房鱼锅，是一家专业烹制鲜活鱼类的重庆风味火锅店；第三代鲜椒冷锅鱼是店内的龙头锅底，口味麻辣醇厚，鲜香细嫩，回味悠长；简约、温馨的环境是挚爱共度、挚友邀约、至亲相聚的佳选。,,False,1,134,144208,True,False
戈拿旺巴西烤肉(亚运村店),40540606,烤肉自助,戈拿旺巴西烤肉,25509,http://p0.meituan.net/poi/9699257f5a7493bbfdfc4645639d5f92295756.png,4.9,87,118,小营,14,39.994028,116.424729,朝阳区小营路亚运花园底商2层,,"1479,73,",,单人午餐118元，单人晚餐118元，单人晚餐120元;,周一至周日 11:30-14:00 17:30-21:30  2019-02-04至2019-02-07 休息,010-84662193/84662921,143467,“肉食动物的最爱”。烤肉“一轮一轮地上”，口味“对得起价钱”。三角肉“超好吃”，牛肩峰“非常嫩”，火鸡卷“咸咸的，很有嚼头”。自助台上各种色拉也“挺丰富”，很能解腻。环境“还不错”，“很宽敞”，即使不爱吃这些东西，“光待着也不难受”。服务“热情”、“主动”，表演“精彩”。适合“一票朋友热闹疯狂”。,,False,0,581,143467,True,False
好伦哥(良乡店),110224058,披萨自助,好伦哥,23789,http://p1.meituan.net/poi/9faec28ca3cb626fc6339d14b2218de9120018.png,3.9,63,69,良乡,710,39.735709,116.138123,房山区良乡北关西路20号楼一幢2001号,,,,单人午餐69元，单人午/晚餐73元;,周一至周日 11:00-14:30 17:00-21:30,010-60350767/60350768,143416,,,False,0,1106,143416,True,False
比格比萨自助(东直门店),1038214,披萨,比格比萨,683881,http://p0.meituan.net/poi/267f05ae182636a4e53beaf973efaacc37889.png,3.9,54,59,三里屯/工体,14,39.940328,116.4375,朝阳区东直门外大街42号宇飞大厦三层,,"214,145,37,36,",,单人午/晚餐59元起;,"周六,周日 11:00-16:30 17:00-21:30  周一至周五 11:00-14:30 17:00-21:30  2019-09-28至2019-10-01 休息",010-64177340,143056,企业简介Enterprise Brief Introduction 比格比萨创立于2002年，是经营自助比萨为主，兼营零点及外卖的休闲餐厅，历经十多年的发展，比格自助比萨这个连锁品牌，得到了众多消费群体的喜爱。目前比格拥有150多家连锁餐厅，遍布全国20多个省50多个城市。 休闲Leisure 百余款丰富多样的美食，口味地道的纯手工比萨，营养健康的果蔬沙拉，精选西式热菜和甜品……还有餐饮流行风尚的主推新品，随意盛取，不限量。休闲浪漫的环境、温暖周到的服务让您轻松惬意无拘束。 时尚 Fashion 用餐环境简约时尚，全开放舞台式厨房，独有的明厨设计，使您边享受各式美味，边欣赏制作比萨的过程；独创的比格“比萨吧”，既能让厨师量身定做您想吃的比萨，又能受厨师专业指导，自己动手DIY比萨。 健康Health 比格追求高品质，与国际好原料供应商构建了高品质产品体系，奶制品的供应均来自纯净新西兰，调料从全球最好的产地采集，松软的饼底选自优质的小麦意大利品质，肉类食品与五大知名品牌合作，100%保证肉质来源，新鲜果蔬当日配送。严格的选料加上标准的制作确保了比格科学健康、营养均衡的产品出品，让您放心、安心、舒心。 特色Vitality 做中国人喜爱的特色比萨 Do the Chinese love pizza specialties 专业研发人员的经验积累和持续创新形成了比格既符合西餐流行趋势，又适合中国人口味的产品特色。在坚持制作高品质比萨的同时，还不断的探索研究新的比萨品种，继传统的厚饼比萨、薄饼比萨后，比格又独创了双层比萨，深受顾客的喜爱。比格致力于做中国人喜爱的特色比萨！ 比格官网地址：www.bigpizza.bj.cn,,False,1,274,143056,True,False
好伦哥比萨自助(地坛店),263966,综合自助,好伦哥,23789,http://p1.meituan.net/poi/9faec28ca3cb626fc6339d14b2218de9120018.png,3.5,52,65,安定门,15,39.953168,116.407694,东城区安外大街183号（地坛公园西门对面）,,"39,38,77,",,单人午餐65元，单人午/晚餐75元;,"周六,周日 11:00-21:30  周一至周五 11:00-14:30 17:00-21:30  2019-02-04 10:30-15:00 2019-02-05至2019-02-10 10:30-21:00",010-64400403/64400054,139588,好伦哥（ORIGUS ）是外商独资西餐连锁企业，于1998年登陆中国，在中国率先推出了比萨自助经营模式。除了自助餐， 好伦哥还提供零点、冷餐会等全方位服务，并成为2008北京奥运会新闻中心指定餐饮服务商目前好伦哥已在全国数十个城市开办了百余家餐厅，并拥有数十万 好伦哥会员。 在好伦哥，纯手工制作的经典比萨、久负盛名的秘制鸡翅、地道的西式热菜、新鲜的果蔬沙拉、流行饮料、特色主食、西式糕点、精美小吃、传统意面、特选例汤…… 数十种美食可以自由选择；优雅的环境、轻松自由的氛围、朋友同学间的亲密无间……好伦哥留给了众多顾客美好的用餐体验和珍贵的记忆。,,False,1,749,139588,True,False
将太无二(金泉广场店),315959,日式寿司,将太无二,465953,http://p1.meituan.net/poi/22a6102379be59947a8b8e7d09f9090263252.png,4.2,127,95,大屯,14,40.005949,116.411408,朝阳区大屯北路金泉广场312号F栋一层（近北苑路）,1,"1480,1477,72,",免费停车,每满100减5（买单立享）;双人餐218元起，3-4人餐538元;95代100元;,周一至周日 11:00-22:00,010-84855900/84855800,139041,将太无二是源自加拿大带有北美血统的新派创意料理餐厅。创始人身为加籍华人，他独具匠心地将北美风格创意美食融入东方美食料理。餐厅供应刺身、创意寿司等精美菜品。将太无二致力于将营养的美食、独特的口味、创意的搭配送到每位食客面前，将健康与美味优质演绎在一起，是每一位美食爱好者的享宴圣地。将太无二始终坚持推出高品质的单点菜品，为您带来加拿大的深海北极贝，泛着红宝石般光泽的新鲜金枪鱼，每日清晨空运到餐厅的大连海胆，口感肥腴滑嫩的三文鱼腩，捕捞量极低的蓝鳍金枪鱼，都是在他处难以寻觅的无二美味。,,False,1,369,139041,True,False
四川仁火锅(双井店),27408,四川火锅,四川仁火锅,28885,http://p0.meituan.net/poi/05893c926130a8cd11fccbcb84e8d85534739.png,4.5,89,79,双井,14,39.892011,116.462479,朝阳区八棵杨甲1号南（歌剧舞剧院南）,,"1466,128,129,",,双人餐189元;79代100元，95代100元;,周一至周日 10:00-23:00,010-67769133/67762199,138352,四川仁火锅创研于上世纪九十年代后期，其品质内涵继承蜀地辣艺文化，又根植于北方饮食潮流。“四川仁”有三层意思：一是四川仁的“仁”，代表“勤奋、包容、智慧、拼搏的四川人”的一种精神境界；二是谐音“四川人”，表现出“勇于探索、敢尝天下先的四川人”的一种生活方式和快乐态度。 三是乐享生活、闲情逸趣的美好情怀。【静谧私属】静而不孤，繁而不哗；时尚古典，娓娓道来；【优雅涵芳】绿为点缀，鲜辣绽放，细节处尽显优雅；【中空天井】可独享阳光。日可观云夜可赏月，天人合一的静谧感受油然而生；【前庭后井】中厅布置“前庭后井”，品味四川火锅独特的院坝风情。,,False,0,416,138352,True,False
大渔铁板烧(朝阳大悦城店),1163772,综合自助,,0,,4,236,245,朝阳大悦城,14,39.924562,116.518417,朝阳区朝阳北路101号朝阳大悦城6层（近青年路口）,6,"1263,",,单人午/晚餐245元起;,周一至周日 11:00-22:00,010-85529986/85528696,137742,大观铁板烧位于长安街东线，建外soho的标志性建筑SK大厦内，从环境、服务，再到美食，都让客人感觉舒适优雅，大观铁板烧的用餐形式和很多高端铁板烧一样，分为自助餐与单点餐两种，缤纷菜系，丰盛选择，让你在美味“大观”中轻松游荡。,,False,0,1027,137742,True,False
火炉火自助餐(爱琴海购物公园店),5680391,韩国菜,火炉火,2883201,http://p0.meituan.net/poi/c0383d25a4807ba7c251d343bc29af9c47574.png,4.5,68,89,太阳宫,14,39.972361,116.435893,朝阳区七圣中街12号院爱琴海购物公园4层（近地铁13号线光熙门站）,4,"119,143,142,120,",免费停车,单人餐89元起;,"周一至周五 11:00-14:00 16:30-21:00  周六,周日 11:00-21:00",010-84240824,136874,,,False,1,365,136874,True,False
东方宫牛肉拉面(天竺店),40021720,面条,,0,,4.2,22,14,天竺,708,40.061148,116.584606,顺义区府前一街4号,,,免费停车,14元大碗拉面，21元精美单人餐，29元拉面单人套餐;,周一至周日 08:30-23:30,010-84167611,136326,,,False,1,767,136326,True,False
井格重庆火锅(悠唐店),5723268,重庆火锅,井格老灶火锅,2878981,http://p1.meituan.net/poi/7f50199b420b50cc88e9761bb7883a3c23316.png,4.2,98,188,朝外大街/世贸天阶,14,39.921454,116.440308,朝阳区三丰北里悠唐悠唐广场5层509号,5,"35,1258,1259,",停车位收费标准：商场会员消费提供年费停车,双人餐188元;,周一至周日 10:00-22:00,010-59775791/18810989273,136214,宽板凳老灶火锅以宣扬重庆100多年历史的最正宗的老灶火锅为初衷，把重庆独具魅力的、原滋原味的、脍炙人口的饮食文化带给历史文化古都及来自五湖四海的朋友们！“宽板凳”一直以“弘扬和传承重庆老火锅文化”为使命，无论是店面的装修风格、餐具还是味道，都保持着重庆老火锅的风格。在重庆火锅特色食材上的选用也是精心由重庆挑选后空运上北京的，如宽板凳鲜毛肚、宽板凳鲜鹅肠等。,,False,1,32,136214,True,False
东来顺饭庄(大栅栏店),1535473,老北京火锅,,0,,4,64,139,前门/大栅栏,16,39.896114,116.396799,西城区大栅栏商业街7号吉龙老栅栏商城2楼,2,"31,1456,4877,",,双人餐139元，4人餐258元;,周一至周日 10:30-22:00  2019-09-30至2019-10-01 休息,010-63165836,135510,东来顺饭庄的历史渊源流长。提起北京的涮羊肉而且又是几百年历史的那就只有“东来顺”了。说起“东来顺”别说是外地人了，就是北京人也是津津乐道，资格老，味道好。无论是寻常百姓，还是达官贵人、文人墨客都经常出入，前来品尝东来顺涮羊肉的特色风味。百年来，东来顺的传人们在秉承传统的同时，博采众长，精益求精，创造了独特的色、香、味、形、器的和谐统一，独具民族特色，是中华民族餐饮文化中璀灿明珠中的一颗。 东来顺饭庄环境，古典大气，雅致舒适。桌椅、灯饰、餐具等都经过精心挑选，大到整个色调的搭配、装饰灯和沙发的精心选择，小到灯饰、餐具上东来顺的标志，色彩搭配独具民族特色。多元化的色彩以及配饰，将餐厅划分为多种主题：喜庆的中国红，让气氛温馨活跃；神秘的墨玉黑，尊贵不可侵犯；儒雅的灰白色，宁静幽雅。步行街，周边集购物娱乐为一体，地理位置十分优越。,,False,0,505,135510,True,False
